,polarity_peak,Lipid.class,Lipid.species,fragmentation,adduct,other.mode,MZ.target,RT.data,init_peak,polarity,schiz_peak,healthy_predicted,rt_error,ppm_error,schiz_peak_WO_,corr_all,corr_HC,polarity_schiz_peak
180,negFT14960,PC,PC 33:2,PC(16:1_17:1). PC(16:0_17:2),M-H+FA,posFT30085,788.5434577,6.175264994,FT14960,neg,FT17894,FT14960,0.0041721513404873,0.1203555638126162,FT17894,0.2702624419516209,0.7631462316738943,negFT17894
181,negFT15369,PC,PC 34:4,PC(14:0_20:4). PC(20:3_14:1),M-H+FA,posFT30726,798.5306794,5.799591064,FT15369,neg,FT18386,FT15369,-0.003358825167866,0.4355494966006388,FT18386,0.5028042204085209,0.7913245778816226,negFT18386
182,negFT16320,PC,PC 35:0,PC(17:0_18:0),M-H+FA,posFT32238,820.6065238,8.648625692,FT16320,neg,FT19540,FT16320,-0.0141206965831433,0.5438776450997184,FT19540,0.6866057267731721,0.738545759731022,negFT19540
183,negFT16019,PC,PC 35:4,PC(15:0_20:4),M-H+FA,posFT31760,812.542621,6.125085449,FT16019,neg,FT19158,FT16019,-0.000360404137492,-0.334911118197459,FT19158,0.6128694153762827,0.7828115477613943,negFT19158
184,negFT16528,PC,PC 36:4,PC(18:2_18:2),M-H+FA,posFT32625,826.5602493,6.132430013,FT16528,neg,FT19803,FT16528,0.0002514198319012,0.268152920032619,FT19803,0.5393464558470841,0.7462065437366795,negFT19803
185,negFT16462,PC,PC 36:5,PC(16:0_20:5). PC(16:1_20:4),M-H+FA,posFT32498,824.5449089,5.970825704,FT16462,neg,FT19714,FT16462,-0.0063240122715964,0.1097875433904498,FT19714,0.543288167492453,0.7351320889577615,negFT19714
186,negFT17377,PC,PC 37:1,PC(17:0_20:1). PC(18:1_19:0). PC(18:0_19:1),M-H+FA,posFT34214,846.6235471,8.758369446,FT17377,neg,FT20835,FT17377,-0.0066100829280042,-0.5432853464294057,FT20835,0.5411276339683789,0.5860121438913665,negFT20835
187,negFT17309,PC,PC 37:2,PC(17:1_20:1). PC(18:1_19:1). PC(18:0_19:2),M-H+FA,posFT34060,844.606851,7.904218038,FT17309,neg,FT20741,FT17309,-0.0145592405405778,-0.3429831018940968,FT20741,0.7144650350741542,0.9100146299489452,negFT20741
188,negFT17157,PC,PC 37:4,PC(17:0_20:4),M-H+FA,posFT33743,840.575493,6.935922241,FT17157,neg,FT20534,FT17157,0.0004588777438341,-0.1677530103166723,FT20534,0.6679941205432356,0.7623428568464838,negFT20534
189,negFT17079,PC,PC 37:5,PC(17:1_20:4),M-H+FA,posFT33603,838.5592227,6.300958252,FT17079,neg,FT20441,FT17079,-0.0001847394578682,0.7442964809800586,FT20441,0.5635957010431838,0.6586472450708338,negFT20441
190,negFT18153,PC,PC 39:6,PC(17:0_22:6),M-H+FA,posFT35560,864.5758922,6.677863057,FT18153,neg,FT21779,FT18153,-0.0016922946047372,-0.164720849635585,FT21779,0.6920572136128824,0.8504237219804653,negFT21779
191,negFT19110,PC,PC 40:1,PC(16:0_24:1),M-H+FA,posFT37156,888.6698893,10.79563395,FT19110,neg,FT22977,FT19110,-0.0041449486585385,-0.8077333415879847,FT22977,0.5857302242648407,0.1853404053937651,negFT22977
192,negFT19023,PC,PC 40:2,PC(18:1_22:1). PC(20:1_20:1). PC(16:1_24:1),M-H+FA,posFT37020,886.6543326,9.674219767,FT19023,neg,FT22880,FT19023,1.5244633377875516e-06,-0.757208112385114,FT22880,0.7583233531244531,0.8472843622766512,negFT22880
193,negFT18812,PC,PC 40:5,PC(20:1_20:4),M-H+FA,posFT36606,880.6068781,7.529116567,FT18812,neg,FT22608,FT18812,-0.0031698976968232,-0.7061044200109472,FT22608,0.590836589308186,0.2801681106242715,negFT22608
194,negFT19658,PC,PC 42:8,PC(20:4_22:4),M-H+FA,posFT38095,902.5911628,6.544530996,FT19658,neg,FT23587,FT19658,-0.0039290437156385,-1.0637465647063855,FT23587,0.5051849535308599,0.6172332526669053,negFT23587
195,negFT13023,PE,PE 36:4,PE(16:0_20:4),M-H,posFT29764,738.5081753,6.66860199,FT13023,neg,FT15279,FT13023,0.0058893289402188,0.5445702951850031,FT15279,0.7211330132067749,0.5348065907684352,negFT15279
196,negFT13024,PE,PE 36:4,PE(16:1_20:3). PE(18:2_18:2),M-H,,738.5082315,6.275914256,FT13024,neg,FT15277,FT13024,0.0009140889892869,0.7006428656226737,FT15277,0.4355851380560164,0.6428908619370367,negFT15277
197,negFT14037,PE,PE 38:5,PE(18:1_20:4). PE(16:0_22:5). PE(16:1_22:4),M-H,posFT31627,764.5238078,6.835573324,FT14037,neg,FT16585,FT14037,-6.760944477157693e-05,0.4645674475505755,FT16585,0.4123894799228207,0.5364527308426306,negFT16585
198,negFT14525,PE,PE 39:6,PE(17:0_22:6),M-H,posFT32384,776.525023,6.849568176,FT14525,neg,FT17245,FT14525,-0.0058568285373299,1.1616649100167855,FT17245,0.8181006326788061,0.7449383728444834,negFT17245
199,negFT14900,PE,PE 40:8,PE(18:2_22:6). PE(20:4_20:4),M-H,posFT33104,786.5083579,6.016875203,FT14900,neg,FT17805,FT14900,-0.0026098931437745,0.358784154569303,FT17805,0.7613997583699618,0.7454639894407006,negFT17805
200,negFT11609,PE_P,PE_P 34:0,PE(P-18:0_16:0),M-H,posFT27543,702.5482831,8.993347677,FT11609,neg,FT13607,FT11609,0.0175157460030668,5.642023869234697,FT13607,0.479036846423243,0.330815491208329,negFT13607
201,negFT13641,PE_P,PE_P 38:3,PE(P-16:0_22:3). PE(P-18:0_20:3). PE(P-18:1_20:2),M-H,posFT30731,752.5602549,8.631768799,FT13641,neg,FT16020,FT13641,-0.0015456483184763,0.5831630572837141,FT16020,0.3673973420499424,0.4953257435114623,negFT16020
202,negFT13646,PE_P,PE_P 38:3,PE(P-16:0_22:3). PE(P-18:1_20:2). PE(P-18:2_20:1),M-H,posFT30732,752.560335,8.446740723,FT13646,neg,FT16021,FT13646,0.0072681654075594,0.7198189258870142,FT16021,0.8377037717922055,0.653005355714617,negFT16021
203,negFT13642,PE_O,PE_O 38:4,PE(O-16:0_22:4). PE(O-18:1_20:3). PE(O-16:1_22:3),M-H,,752.5560445,7.880045319,FT13642,neg,FT16015,FT13642,-0.0085178192648367,0.6473325714009122,FT16015,0.2957497526439051,0.459999336956351,negFT16015
204,negFT15515,PE_P,PE_P 42:6,PE(P-20:0_22:6),M-H,posFT34352,802.5756831,9.049700928,FT15515,neg,FT18600,FT15515,0.0016595645317547,0.211138284348795,FT18600,0.764471606252308,0.6366709254956155,negFT18600
205,negFT13467,PE_P,PE_P 38:5,xxxnotpossxxx. PE(P-16:0_22:5). PE(P-18:1_20:4)???,M-H,posFT30432,748.5253838,6.894110616,FT13467,neg,FT15787,FT13467,0.0051057154239275,-0.1485778597361622,FT15787,0.7111057271493151,0.3760495621815534,negFT15787
206,negFT14737,PE_O,PE_O 40:4,PE(O-18:0_22:4),M-H,,780.5862688,9.058799235,FT14737,neg,FT17539,FT14737,0.0328162911603069,-2.630170588621652,FT17539,0.58899690719982,0.5337608720639326,negFT17539
207,negFT15516,PE_P,PE_P 42:6,PE(P-18:1_24:5),M-H,,802.5755686,8.54648234,FT15516,neg,FT18598,FT15516,-0.012217355254215,0.1267945834575182,FT18598,0.3934410269628008,0.395100860665842,negFT18598
208,negFT15444,PE_P,PE_P 42:7,PE(P-20:1_22:6),M-H,,800.5601403,7.938934326,FT15444,neg,FT18483,FT15444,-0.0017965547737706,0.0976610558653307,FT18483,0.7325712283220586,0.6968570603196361,negFT18483
209,negFT13966,PC_O,PC_O 32:1,PC(O-16:0_16:1). PC(O-18:1_14:0). PC(O-18:1_14:0),M-H+FA,posFT28390,762.5655227,6.863286845,FT13966,neg,FT16489,FT13966,-0.00380435861811,0.4231535544566999,FT16489,0.6784773891417174,0.9062070170910448,negFT16489
210,negFT16721,PC_P,PC_P 37:1,PC(P-16:0_21:1),M-H+FA,posFT32892,830.6273951,9.402034505,FT16721,neg,FT20034,FT16721,0.0012829454390264,0.1148463830853903,FT20034,0.7025407897051541,0.7763524607055183,negFT20034
211,negFT17313,PC_P,PC_P 38:1,PC(P-18:0_20:1). PC(P-16:0_22:1),M-H+FA,posFT34068,844.643745,10.14128621,FT17313,neg,FT20745,FT17313,0.0046685888958872,-0.5872843297242392,FT20745,0.6843171570834871,0.733883360281584,negFT20745
212,negFT17161,PC_O,PC_O 38:4,PC(O-18:0_20:4). PC(O-16:0_22:4),M-H+FA,posFT33746,840.6109996,8.029812368,FT17161,neg,FT20538,FT17161,-0.0122278333531848,-0.3404823867756298,FT20538,0.4970701192112758,0.4888968131989912,negFT20538
213,negFT18395,PC_P,PC_P 40:2,PC(P-18:1_22:1). PC(P-16:0_24:2),M-H+FA,,870.6600656,10.13030599,FT18395,neg,FT22089,FT18395,0.0125026960018903,-0.3161332290900372,FT22089,0.3554766279854131,0.7383288060093788,negFT22089
215,negFT12935,PC_O,PC_O 30:0,PC(O-16:0_14:0),M-H+FA,posFT26765,736.5495889,6.66888148,FT12935,neg,FT15183,FT12935,0.0035745609253368,0.4890604891399024,FT15183,0.4826670239955183,0.4524656339150648,negFT15183
216,negFT14041,PC_O,PC_O 32:0,PC(O-16:0_16:0),M-H+FA,posFT28495,764.580286,7.587554932,FT14041,neg,FT16592,FT14041,-0.0060826258081716,0.5232065875913785,FT16592,0.582592821608019,0.6646630648490075,negFT16592
217,negFT15137,PC_O,PC_O 34:0,PC(O-18:0_16:0),M-H+FA,posFT30347,792.6124289,8.764534505,FT15137,neg,FT18109,FT15137,-0.0210184722243287,0.2526082173113506,FT18109,0.5949473220204934,0.782157690504854,negFT18109
218,negFT15042,PC_O,PC_O 34:1,PC(O-18:1_16:0). PC(O-16:0_18:1),M-H+FA,posFT30244,790.5964841,7.771408081,FT15042,neg,FT17987,FT15042,0.0142540720587422,0.2138206247142681,FT17987,0.7178172886016606,0.9085062372103364,negFT17987
219,negFT14966,PC_O,PC_O 34:2,PC(O-18:1_16:1). PC(O-16:0_18:2). PC(O-16:1_18:1),M-H+FA,posFT30089,788.5815099,7.044572957,FT14966,neg,FT17900_0,FT14966,-0.0021655600674934,0.0900485117665608,FT17900,0.5538168322405537,0.8157359745342523,negFT17900_0
220,negFT15518,PC_O,PC_O 35:2,PC(O-18:1/17:1). PC(O-17:1/18:1),M-H+FA,posFT30975,802.595379,7.520885213,FT15518,neg,FT18603,FT15518,-0.0043782673061913,0.483746549028795,FT18603,0.7931927786637087,0.9598883329318406,negFT18603
221,negFT16247,PC_O,PC_O 36:1,PC(O-18:0_18:1). PC(O-16:0_20:1),M-H+FA,,818.6278782,9.082957967,FT16247,neg,FT19455,FT16247,-0.0148240199833935,0.0903295216845328,FT19455,0.752662090587849,0.9210859702805404,negFT19455
222,negFT17381,PC_O,PC_O 38:1,PC(O-18:0_20:1). PC(O-16:0_22:1),M-H+FA,posFT34219,846.6583054,10.21382548,FT17381,neg,FT20838,FT17381,0.0172404536526666,-0.3945328748799719,FT20838,0.7678523494804641,0.8898366353576574,negFT20838
224,negFT17082,PC_O,PC_O 38:5,PC(O-18:1_20:4). PC(O-16:0_22:5) ,M-H+FA,posFT33609,838.5955095,7.128116862,FT17082,neg,FT20448,FT17082,0.0016708378659986,0.3735340226306105,FT20448,0.654975923679863,0.7653397952739979,negFT20448
225,negFT17008,PC_O,PC_O 38:6,PC(O-16:0_22:6) ,M-H+FA,posFT33471,836.580194,6.718661499,FT17008,neg,FT20359,FT17008,-0.0026579793225716,-0.3396839544656734,FT20359,0.2514038070071429,0.5295070748954688,negFT20359
226,negFT18309,PC_O,PC_O 40:4,PC(O-18:0_22:4) ,M-H+FA,posFT35864,868.6440604,8.815804036,FT18309,neg,FT21964,FT18309,-0.0158533669115232,-0.8672791871844165,FT21964,0.2519987222497047,0.6089637568459777,negFT21964
227,negFT18231,PC_P,PC_P 40:4,PC(P-16:0_24:4). PC(P-18:1_22:3) ,M-H+FA,posFT35698,866.6279774,8.438701375,FT18231,neg,FT21865,FT18231,-0.0154931197066083,-0.4153687752124149,FT21865,0.6713808020643278,0.927443547060546,negFT21865
228,negFT18157,PC_P,PC_P 40:5,PC(P-18:1_22:4) ,M-H+FA,posFT35566,864.6119822,7.70439504,FT18157,neg,FT21784,FT18157,-0.0044236261595278,-0.5364598013152232,FT21784,0.5755713121897428,0.8506175010786625,negFT21784
229,negFT18071,PC_O,PC_O 40:7,PC(O-18:1_22:6) ,M-H+FA,posFT35379,862.5954277,6.869137573,FT18071,neg,FT21702,FT18071,-0.0039721213693812,1.2848648003747711,FT21702,0.5590530720024561,0.644924369351613,negFT21702
230,negFT17810,PI,PI 36:4,PI(16:0_20:4),M-H,posFT38143,857.5183653,5.724553935,FT17810,neg,FT21411,FT17810,0.0009834076825061,-0.1136399637191683,FT21411,0.4216584436101904,0.5672717630793065,negFT21411
231,negFT18982,PI,PI 38:4,PI(18:0_20:4),M-H,posFT39800,885.5493568,6.414360046,FT18982,neg,FT22817,FT18982,0.0059172305839414,-0.8314421926171107,FT22817,0.017582326293122,0.4827352246528117,negFT22817
232,negFT18910,PI,PI 38:5,PI(18:1_20:4),M-H,posFT39701,883.5338476,5.841429901,FT18910,neg,FT22726,FT18910,0.0026937209661586,-0.4098043391186353,FT22726,0.233748150806233,0.5563120682817286,negFT22726
233,negFT18845,PI,PI 38:6,PI(16:0_22:6),M-H,,881.5196794,5.557553609,FT18845,neg,FT22645,FT18845,0.0007918099265546,0.2022678033131683,FT22645,0.6160808745071733,0.6015926055194678,negFT22645
234,negFT19959,PI,PI 40:6,PI(18:0_22:6),M-H,posFT41235,909.5527314,6.217042287,FT19959,neg,FT23896,FT19959,-0.0041355075806555,-0.7359483999352345,FT23896,0.3489622385376168,0.2153732256698869,negFT23896
235,negFT18073,SulfoHexCer,SulfoHexCer d40:1,SulfoHexCer d40:1,M-H,posFT38429,862.6079326,7.871054586,FT18073,neg,FT21703,FT18073,0.0109821030289491,-0.2769217599503213,FT21703,0.7960672151571272,0.9270525723246952,negFT21703
236,negFT18671,SulfoHexCer,SulfoHexCer d41:1,SulfoHexCer(d18:1/23:0),M-H,posFT39318,876.6240028,8.431437683,FT18671,neg,FT22402,FT18671,0.0100026554027383,0.9658832978036216,FT22402,0.7491660614273277,0.911828755820478,negFT22402
237,negFT18741,SulfoHexCer,SulfoHexCer t40:1,SulfoHexCer t40:1,M-H,posFT39435,878.602566,7.612585958,FT18741,neg,FT22508,FT18741,0.0322141360105616,-0.6296296199480059,FT22508,0.7161801272839342,0.85877631161576,negFT22508
238,negFT19102,SulfoHexCer,SulfoHexCer d42:2,SulfoHexCer(d18:1/24:1),M-H,posFT39979,888.623794,7.872855886,FT19102,neg,FT22971,FT19102,0.0188920002460797,-0.4353494383110051,FT22971,0.7443496832807074,0.949304888793426,negFT22971
239,negFT19203,SulfoHexCer,SulfoHexCer d42:1,SulfoHexCer (d18:1/24:0),M-H,posFT40114,890.6394677,9.049649524,FT19203,neg,FT23070,FT19203,0.0261004035242233,-0.4357923255415424,FT23070,0.7841599719169701,0.9146625150081252,negFT23070
240,negFT19278,SulfoHexCer,SulfoHexCer t41:1,SulfoHexCer t41:1,M-H,,892.619655,8.148628743,FT19278,neg,FT23144,FT19278,0.0261855833203643,-1.133471340690797,FT23144,0.4315487288367746,0.8506716554363943,negFT23144
241,negFT19664,SulfoHexCer,SulfoHexCer d43:2,SulfoHexCer(d18:1/25:1),M-H,posFT40799,902.6391597,8.43133901,FT19664,neg,FT23592,FT19664,0.0073213441792034,-0.7358051977715222,FT23592,0.636695197893187,0.8981525910476053,negFT23592
242,negFT19757,SulfoHexCer,SulfoHexCer t42:2,SulfoHexCer (d18:1/h24:1),M-H,posFT40900,904.6185728,7.629354095,FT19757,neg,FT23693,FT19757,0.0310929154267523,-0.578174659776372,FT23693,0.7378895604363175,0.9020493879685728,negFT23693
243,negFT19762,SulfoHexCer,SulfoHexCer d43:1,SulfoHexCer (d18:1/25:0),M-H,,904.6552805,9.709002686,FT19762,neg,FT23696_0,FT19762,0.0306349489845274,-0.9125229814559332,FT23696,0.7519303910663363,0.8914107284200926,negFT23696_0
244,negFT19851,SulfoHexCer,SulfoHexCer t42:1,SulfoHexCer (d18:1/h24:0),M-H,,906.634535,8.751755778,FT19851,neg,FT23772,FT19851,0.0237373710272574,-0.9132028507502769,FT23772,0.5423379151018032,0.7459927337643564,negFT23772
245,negFT20221,SulfoHexCer,SulfoHexCer d44:2,SulfoHexCer (d18:1/26:1),M-H,posFT41648,916.6548383,9.048762004,FT20221,neg,FT24205,FT20221,0.0190034203156859,-0.7484087608872233,FT24205,0.6896765238292466,0.8503274042128158,negFT24205
246,negFT20289,SulfoHexCer,SulfoHexCer t43:2,SulfoHexCer (d18:1/h25:1),M-H,,918.6341523,8.138887533,FT20289,neg,FT24274,FT20289,0.0199585405368445,-0.5374562783143155,FT24274,0.4808438365990179,0.8337832723502107,negFT24274
247,negFT20803,SulfoHexCer,SulfoHexCer t44:2,SulfoHexCer (d18:1/h26:1),M-H,,932.6499502,8.7326533,FT20803,neg,FT24874,FT20803,0.0197408600142772,-0.9942514754217792,FT24874,0.3602795067109628,0.7157260200006995,negFT24874
248,negFT00874,FA,FA 14:0,,M-H,,227.2002947,3.394007874,FT00874,neg,FT00756,FT00874,0.007148324015719,1.0617574700090662,FT00756,0.3906234793553589,0.2584601016857775,negFT00756
249,negFT01243,FA,FA 16:0,,M-H,,255.2313964,4.087412008,FT01243,neg,FT01071,FT01243,0.0031014554933541,1.9190621994965016,FT01071,0.5451210658229296,0.5888283563622037,negFT01071
250,negFT01222,FA,FA 16:1,,M-H,,253.2158005,3.627907817,FT01222,neg,FT01052,FT01222,-0.0008258934272933,1.9130920379755487,FT01052,0.0435108103858036,0.5618643240750208,negFT01052
251,negFT01515,FA,FA 17:0,,M-H,,269.2470836,4.356690979,FT01515,neg,FT01267,FT01515,0.0051393574999316,2.080274607286533,FT01267,0.3788332606124527,0.4039883891373437,negFT01267
252,negFT01490,FA,FA 17:1,,M-H,,267.2314166,3.945306905,FT01490,neg,FT01232,FT01490,-0.0022608132055768,1.8722149590533372,FT01232,0.270297423967679,0.6683285165400056,negFT01232
253,negFT01655,FA,FA 18:1,,M-H,,281.2470599,4.237606303,FT01655,neg,FT01381,FT01655,-0.0052746634797662,2.355895162650346,FT01381,0.0561570552883613,0.6892293100617779,negFT01381
254,negFT01625,FA,FA 18:2,,M-H,,279.2314448,3.803337351,FT01625,neg,FT01351,FT01625,-0.0013201893707011,2.053416035895023,FT01351,0.3667128798492265,0.6961294238139619,negFT01351
255,negFT01599,FA,FA 18:3,,M-H,,277.2157866,3.426750183,FT01599,neg,FT01329,FT01599,0.0250777505803521,2.305208952781144,FT01329,0.5361384408172595,0.6805668118896396,negFT01329
256,negFT01920,FA,FA 19:0,,M-H,,297.2784508,4.93094101,FT01920,neg,FT01711,FT01920,-0.004405505152647,2.216761325858068,FT01711,0.1422729375851882,0.4706615825778206,negFT01711
257,negFT01882,FA,FA 19:1,,M-H,,295.2628328,4.505064646,FT01882,neg,FT01689,FT01882,-0.0018665680812919,2.213052221240185,FT01689,0.5075018725050848,0.8686655543177471,negFT01689
258,negFT02294,FA,FA 20:0,,M-H,,311.2943932,5.239990234,FT02294,neg,FT02067,FT02294,0.0015158992121868,2.6112279575219537,FT02067,0.3759049087227759,0.4119007677709244,negFT02067
259,negFT02166,FA,FA 20:1,,M-H,,309.2786442,4.76383311,FT02166,neg,FT01929,FT02166,-0.0050465618120956,2.490861546517842,FT01929,0.4102791263775119,0.7937908395497597,negFT01929
260,negFT02136,FA,FA 20:2,,M-H,,307.2629498,4.387938944,FT02136,neg,FT01902,FT02136,0.0006697182215837,2.26069428096306,FT01902,0.0886890317010202,0.72519148508028,negFT01902
261,negFT02077,FA,FA 20:3,,M-H,,305.2472439,4.028837585,FT02077,neg,FT01876,FT02077,-0.0030076607530782,2.1762071530211853,FT01876,0.2125534625808377,0.7634950582436931,negFT01876
262,negFT02016,FA,FA 20:4,,M-H,,303.2314689,3.761583455,FT02016,neg,FT01791,FT02016,-0.0012094016528485,2.402097379200147,FT01791,0.1787895090719411,0.6625700187213932,negFT01791
263,negFT01981,FA,FA 20:5,,M-H,,301.2159219,3.352740224,FT01981,neg,FT01769,FT01981,0.0063229115400598,2.469660871702688,FT01769,0.3115050948748445,0.6921781024143806,negFT01769
264,negFT02481,FA,FA 21:3,,M-H,,319.2631412,4.324380493,FT02481,neg,FT02243,FT02481,-0.0011455878578949,2.398362484118256,FT02243,0.3366667628028517,0.7910174299516949,negFT02243
265,negFT03062,FA,FA 22:0,,M-H,,339.3255116,5.935220337,FT03062,neg,FT02794,FT03062,0.0055880247681985,3.3028307491884865,FT02794,0.4494965311762043,0.0977869680198124,negFT02794
266,negFT03015,FA,FA 22:1,,M-H,,337.3098809,5.31519165,FT03015,neg,FT02744,FT03015,0.0069026907432485,3.020502413510401,FT02744,0.3870666668296499,0.6932501108256487,negFT02744
267,negFT02980,FA,FA 22:2,,M-H,,335.2942249,4.889154053,FT02980,neg,FT02703,FT02980,-0.0029486773207212,2.9036695643221284,FT02703,0.4994410144015837,0.8732964869082064,negFT02703
268,negFT02874,FA,FA 22:3,,M-H,,333.2786059,4.572181956,FT02874,neg,FT02655,FT02874,-0.0029270490875505,2.798184693257592,FT02655,0.5119174832417078,0.8785416549902284,negFT02655
269,negFT02842,FA,FA 22:4,,M-H,,331.2629768,4.233177185,FT02842,neg,FT02623,FT02842,-0.0011398446610755,2.875892956988308,FT02623,-0.0136169826982962,0.7118499501992896,negFT02623
270,negFT02798,FA,FA 22:5,,M-H,,329.247328,4.047589493,FT02798,neg,FT02583,FT02798,-0.0031548462323574,2.5241148891867646,FT02583,0.4609650413073865,0.7725571560308858,negFT02583
271,negFT02757,FA,FA 22:6,,M-H,,327.2317394,3.669673665,FT02757,neg,FT02495,FT02757,-0.0010809965194376,3.0004877978615228,FT02495,0.5373399760854506,0.7452426598643678,negFT02495
272,negFT02685,FA,FA 22:7,,M-H,,325.2160876,3.308722178,FT02685,neg,FT02443,FT02685,0.000230700876997,2.439723762167534,FT02443,0.5067330205097622,0.648562301539499,negFT02443
273,negFT03483,FA,FA 24:1,,M-H,,365.3414235,5.991716766,FT03483,neg,FT03339,FT03483,0.0048295943257805,3.078659720389473,FT03339,0.6056158717248596,0.8341244789935051,negFT03339
274,negFT03357,FA,FA 24:4,,M-H,,359.2943912,4.688699849,FT03357,neg,FT03175,FT03357,-0.0060550712328462,2.595009330544501,FT03175,0.2959294973252817,0.7791947400271216,negFT03175
275,negFT03333,FA,FA 24:5,,M-H,,357.2785694,4.390285746,FT03333,neg,FT03147,FT03333,0.0144291123474094,1.9409977494386783,FT03147,0.0806592339826141,0.6089045175222152,negFT03147
276,negFT03309,FA,FA 24:6,,M-H,,355.2630032,4.104066976,FT03309,neg,FT03110,FT03309,-0.0036849389710402,2.211804139215941,FT03110,0.3132593607042854,0.6273509221961643,negFT03110
277,negFT04068,FA,FA 26:1,,M-H,,393.3729151,6.879966227,FT04068,neg,FT04014,FT04068,0.0037061093286592,3.2197773349362824,FT04014,0.7347288825268182,0.8496381370982156,negFT04014
